finess;finess_geographique;acte_ccam_phase;nombre_d_actes;duree_moyenne_de_sejour_dms;nombre_sejour_ambulatoire;annee;acte;phase;code_regroupement;regroupement;libelle;tarif_secteur_1_adherent_optam_optam_co;tarif_hors_secteur_1_hors_adherent_optam_optam_co;remboursement_sous_conditions;accord_prealable;tm_exoneration;libelle_mft;siren;telephone;epci;coordonnees;raison_sociale;code_ape;statut_juridique;adresse;raison_sociale_longue;departement;code_insee;siret;type_d_etablissement;commune;region;categorie_d_etablissement;proportion_actes_ambulatoires
2B0000392;;HHQE0050;997.0;0.275827482447;865;2017;HHQE005;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Coloscopie totale avec visualisation du bas-fond cæcal, sans franchissement de l'orifice iléocolique;153.6;153.6;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;86.7602808425
2A0000139;2A0000139;JAQM0030;208.0;4.30769230769;.;2015;JAQM003;0;ADE;Acte d'échographie;Échographie transcutanée unilatérale ou bilatérale du rein et de la région lombale;52.45;52.45;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;;HBGD0360;25.0;0.0;25;2017;HBGD036;0;ADC;Actes de chirurgie;Avulsion d'1 dent permanente sur arcade sans alvéolectomie;33.44;33.44;;;;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2B0000392;;HHQH0010;27.0;13.2222222222;.;2017;HHQH001;0;ADI;Actes d'imagerie;Radiographie du côlon avec opacification par produit de contraste;119.7;119.7;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;MCCB0040;18.0;1.33333333333;.;2016;MCCB004;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité distale d'un os de l'avant-bras par broche, à foyer fermé;125.4;125.4;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;ZZLP0250;1633.0;0.835932626326;1226;2015;ZZLP025;0;ADA/ADA;Actes d'anesthésie/Actes d'anesthésie;Anesthésie générale ou locorégionale complémentaire niveau 1;;;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;75.0765462339
2B0000392;2B0000392;ZZQX1630;27.0;0.33333333333299997;25;2015;ZZQX163;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de biopsie de 2 structures anatomiques;54.0;54.0;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;92.5925925926
2A0000139;2A0000139;JDNE0010;302.0;0.264900662252;289;2015;JDNE001;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Destruction de lésion de la vessie, par endoscopie;106.35;106.04;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;95.6953642384
2A0000139;2A0000139;HMQH0070;36.0;5.74285714286;.;2016;HMQH007;0;ADI;Actes d'imagerie;Cholangiographie rétrograde, par œso-gastro-duodénoscopie;200.89;200.89;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;HBGD2870;13.0;1.15384615385;.;2015;HBGD287;0;ADC;Actes de chirurgie;Avulsion de 3 dents permanentes sur arcade avec alvéolectomie;66.88;66.88;;;;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;MCCB0040;17.0;2.0;.;2015;MCCB004;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité distale d'un os de l'avant-bras par broche, à foyer fermé;125.4;125.4;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;;NGQK0020;44.0;3.58536585366;.;2017;NGQK002;0;ADI;Actes d'imagerie;Radiographie de la cheville selon 4 incidences ou plus;28.83;28.83;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;NZLB0010;13.0;0.538461538462;12;2016;NZLB001;0;ATM;Actes techniques médicaux (hors imagerie);Injection thérapeutique d'agent pharmacologique dans une articulation ou une bourse séreuse du membre inférieur, par voie transcutanée sans guidage;30.82;30.82;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;92.3076923077
2A0000139;;HFQX0050;191.0;0.314136125654;175;2017;HFQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de l'estomac;66.06;66.06;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;91.6230366492
2A0000154;2A0000154;EJQM0030;84.0;11.4102564103;.;2016;EJQM003;0;ADE;Acte d'échographie;Échographie-doppler des veines des membres inférieurs et des veines iliaques, pour recherche de thrombose veineuse profonde;75.6;75.6;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;HBGD0160;18.0;0.0;18;2015;HBGD016;0;ADC;Actes de chirurgie;Avulsion d'1 racine incluse;83.6;83.6;;;;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2B0000392;;JKDC0010;19.0;3.10526315789;.;2017;JKDC001;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Hystéropexie postérieure [Promontofixation], par cœlioscopie;346.69;331.32;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;ZCJC0010;16.0;6.625;.;2016;ZCJC001;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Évacuation de collection intraabdominale, par cœlioscopie ou par rétropéritonéoscopie;187.89;187.61;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;JDQE0010;59.0;7.15254237288;.;2016;JDQE001;0;ATM;Actes techniques médicaux (hors imagerie);Fibroscopie urétrovésicale;38.4;38.4;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;ZZQX0450;20.0;5.45;.;2015;ZZQX045;0;ATM;Actes techniques médicaux (hors imagerie);Examen immunocytochimique ou immunohistochimique de prélèvement cellulaire ou tissulaire fixé avec 3 à 5 anticorps, avec quantification du signal pour chaque anticorps;83.0;83.0;;;;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;HEQE0020;1313.0;0.622612681436;1170;2016;HEQE002;0;ATM;Actes techniques médicaux (hors imagerie);Endoscopie œso-gastro-duodénale;96.0;96.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;89.1089108911
2A0000139;2A0000139;GGJB0010;33.0;1.28125;.;2016;GGJB001;0;ATM;Actes techniques médicaux (hors imagerie);Drainage d'un épanchement de la cavité pleurale, par voie transcutanée sans guidage;83.6;64.62;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;BAFA0050;19.0;0.0;17;2016;BAFA005;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Exérèse non transfixiante de lésions multiples unilatérales de paupière;94.49;81.14;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;89.4736842105
2B0000079;2B0000079;FBQX0040;18.0;0.944444444444;.;2016;FBQX004;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse du thymus ou de vestiges thymiques;116.48;116.48;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;
2B0000392;2B0000392;HFQX0050;513.0;0.26810176125199997;451;2015;HFQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de l'estomac;66.06;66.06;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;87.9142300195
2A0000139;;HHFE0040;104.0;0.201923076923;93;2017;HHFE004;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Exérèse d'un polype de plus de 1cm de diamètre ou de 4 polypes ou plus du côlon et/ou du rectum, par coloscopie totale;192.0;192.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;89.4230769231
2A0000139;;HMQX0050;147.0;2.78767123288;30;2017;HMQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce de cholécystectomie;84.54;84.54;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;20.4081632653
2B0000392;2B0000392;QAMA0020;58.0;0.02;49;2015;QAMA002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;"Réparation de perte de substance de l'extrémité céphalique par lambeau local ou régional muqueux, cutané ou fasciocutané, à pédicule vasculonerveux non individualisé ou non individualisable [lambeau ""au hasard""]";191.24;191.24;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;84.4827586207
2A0000139;2A0000139;JANM0010;296.0;0.631399317406;237;2015;JANM001;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Lithotritie extracorporelle du rein, avec guidage radiologique;250.8;250.8;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;80.0675675676
2B0000079;2B0000079;LBFA0310;42.0;0.0;42;2015;LBFA031;0;ADC;Actes de chirurgie;Résection d'hypertrophie osseuse intrabuccale;36.87;34.55;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2B0000392;;JDFE0020;159.0;4.31446540881;17;2017;JDFE002;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Résection de 1 à 3 tumeurs de la vessie, par endoscopie;177.96;173.44;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;10.6918238994
2A0000154;;MCCA0050;53.0;3.47169811321;.;2017;MCCA005;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ostéosynthèse de fracture de l'extrémité distale d'un os de l'avant-bras, à foyer ouvert;149.6;139.44;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;;AFLB0100;129.0;4.1015625;.;2017;AFLB010;0;ADA/ADA;Actes d'anesthésie/Actes d'anesthésie;Anesthésie rachidienne au cours d'un accouchement par voie basse;;;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;HKPA0071;28.0;1.75;11;2015;HKPA007;1;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Mise à plat d'abcès et/ou de fistule haut de l'anus [transsphinctérien supérieur] ou à trajet complexe multiramifié, avec drainage par anse souple;214.12;181.25;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;39.2857142857
2A0000154;2A0000154;MCCA0050;31.0;4.1935483871;.;2015;MCCA005;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ostéosynthèse de fracture de l'extrémité distale d'un os de l'avant-bras, à foyer ouvert;149.6;139.44;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;;JVJF0040;3170.0;0.0709470304976;3091;2017;JVJF004;0;ATM;Actes techniques médicaux (hors imagerie);Séance d'épuration extrarénale par hémodialyse pour insuffisance rénale chronique;38.35;38.35;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;97.5078864353
2A0000139;2A0000139;JJFC0080;15.0;3.86666666667;.;2015;JJFC008;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Ovariectomie unilatérale, par cœlioscopie;196.0;196.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;QZQX0050;91.0;0.0;91;2016;QZQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse de peau et/ou de tissu mou susfascial [susaponévrotique] de 5 cm² ou plus;64.57;64.57;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2A0000139;2A0000139;YYYY0150;713.0;8.49107142857;.;2016;YYYY015;0;ATM;Actes techniques médicaux (hors imagerie);Forfait de réanimation niveau A;96.0;96.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;HHQE0050;1483.0;0.351314902225;1358;2015;HHQE005;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Coloscopie totale avec visualisation du bas-fond cæcal, sans franchissement de l'orifice iléocolique;153.6;153.6;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;91.5711395819
2A0000139;2A0000139;DERP0030;37.0;0.054054054053999996;35;2016;DERP003;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Choc électrique cardiaque transcutané [Cardioversion externe], en dehors de l'urgence;73.83;67.02;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;94.5945945946
2A0000154;2A0000154;ACQJ0020;66.0;6.4;.;2016;ACQJ002;0;ADI;Actes d'imagerie;Remnographie [IRM] du crâne et de son contenu, avec injection intraveineuse de produit de contraste;69.0;69.0;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;MGFC0030;14.0;0.0;14;2015;MGFC003;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Synovectomie totale des articulations du poignet, par arthroscopie;253.82;226.22;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2A0000154;2A0000154;NGQK0010;45.0;4.82926829268;.;2016;NGQK001;0;ADI;Actes d'imagerie;Radiographie de la cheville selon 1 à 3 incidences;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;ZZQX0450;66.0;5.47692307692;20;2016;ZZQX045;0;ATM;Actes techniques médicaux (hors imagerie);Examen immunocytochimique ou immunohistochimique de prélèvement cellulaire ou tissulaire fixé avec 3 à 5 anticorps, avec quantification du signal pour chaque anticorps;83.0;83.0;;;;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;30.303030303
2B0000392;2B0000392;HFQX0050;531.0;0.170777988615;481;2016;HFQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de l'estomac;66.06;66.06;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;90.5838041431
2A0000154;;MDGA0020;26.0;0.115384615385;24;2017;MDGA002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ablation de matériel d'ostéosynthèse de la main, par abord direct;92.17;71.01;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;92.3076923077
2A0000139;;HHQX0050;915.0;0.167213114754;852;2017;HHQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de 1 ou 2 lésions du côlon et/ou du rectum;51.53;51.53;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;93.1147540984
2A0000154;2A0000154;DEMP0020;21.0;2.38095238095;.;2016;DEMP002;0;ATM;Actes techniques médicaux (hors imagerie);Contrôle et réglage transcutané secondaires d'un stimulateur cardiaque;60.41;55.19;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;ZCQH0010;13.0;7.92307692308;.;2015;ZCQH001;0;ADI;Actes d'imagerie;Scanographie de l'abdomen et du petit bassin [pelvis], avec injection intraveineuse de produit de contraste;50.54;50.54;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
